entry,at,order
"Undealt cards:  [9♠, Q♥, 4♥, 7♥, 7♠]",2021-02-10T03:47:03.364Z,161292882336500
"""Blake @ UmDnqTo27H"" shows a A♥, K♠.",2021-02-10T03:47:02.316Z,161292882231600
"""cbt @ q_oITmKaNu"" shows a J♦, 7♣.",2021-02-10T03:47:02.222Z,161292882222300
"-- ending hand #138 --",2021-02-10T03:47:01.259Z,161292882126102
"""Blake @ UmDnqTo27H"" collected 0.10 from pot",2021-02-10T03:47:01.259Z,161292882126101
"Uncalled bet of 0.05 returned to ""Blake @ UmDnqTo27H""",2021-02-10T03:47:01.259Z,161292882126100
"""cbt @ q_oITmKaNu"" folds",2021-02-10T03:47:00.452Z,161292882045300
"""Blake @ UmDnqTo27H"" posts a big blind of 0.10",2021-02-10T03:46:52.923Z,161292881292405
"""cbt @ q_oITmKaNu"" posts a small blind of 0.05",2021-02-10T03:46:52.923Z,161292881292404
"Your hand is A♥, K♠",2021-02-10T03:46:52.923Z,161292881292402
"Player stacks: #8 ""Blake @ UmDnqTo27H"" (20.25) | #9 ""cbt @ q_oITmKaNu"" (1.04)",2021-02-10T03:46:52.923Z,161292881292401
"-- starting hand #138  (No Limit Texas Hold'em) (dealer: ""cbt @ q_oITmKaNu"") --",2021-02-10T03:46:52.923Z,161292881292400
"""Blake @ UmDnqTo27H"" shows a 2♦, A♣.",2021-02-10T03:46:50.422Z,161292881042300
"""cbt @ q_oITmKaNu"" shows a 6♠, 5♠.",2021-02-10T03:46:47.153Z,161292880715400
"Undealt cards: J♥, J♦, 8♣ [J♠, 4♦]",2021-02-10T03:46:46.723Z,161292880672600
"-- ending hand #137 --",2021-02-10T03:46:46.094Z,161292880609502
"""Blake @ UmDnqTo27H"" collected 3.00 from pot",2021-02-10T03:46:46.094Z,161292880609501
"Uncalled bet of 17.25 returned to ""Blake @ UmDnqTo27H""",2021-02-10T03:46:46.094Z,161292880609500
"""cbt @ q_oITmKaNu"" folds",2021-02-10T03:46:45.286Z,161292880528700
"""Blake @ UmDnqTo27H"" bets 17.25 and go all in",2021-02-10T03:46:43.335Z,161292880333600
"""cbt @ q_oITmKaNu"" checks",2021-02-10T03:46:40.567Z,161292880056800
"Flop:  [J♥, J♦, 8♣]",2021-02-10T03:46:34.958Z,161292879496000
"""cbt @ q_oITmKaNu"" calls 1.50",2021-02-10T03:46:34.150Z,161292879415100
"""Blake @ UmDnqTo27H"" raises to 1.50",2021-02-10T03:46:32.713Z,161292879271400
"""cbt @ q_oITmKaNu"" raises to 0.40",2021-02-10T03:46:29.940Z,161292878994100
"""Blake @ UmDnqTo27H"" calls 0.10",2021-02-10T03:46:26.439Z,161292878643900
"""cbt @ q_oITmKaNu"" posts a big blind of 0.10",2021-02-10T03:46:24.739Z,161292878474105
"""Blake @ UmDnqTo27H"" posts a small blind of 0.05",2021-02-10T03:46:24.739Z,161292878474104
"Your hand is 2♦, A♣",2021-02-10T03:46:24.739Z,161292878474102
"Player stacks: #8 ""Blake @ UmDnqTo27H"" (18.75) | #9 ""cbt @ q_oITmKaNu"" (2.54)",2021-02-10T03:46:24.739Z,161292878474101
"-- starting hand #137  (No Limit Texas Hold'em) (dealer: ""Blake @ UmDnqTo27H"") --",2021-02-10T03:46:24.739Z,161292878474100
"""Blake @ UmDnqTo27H"" shows a 4♦, K♥.",2021-02-10T03:46:22.796Z,161292878279700
"""cbt @ q_oITmKaNu"" shows a A♥, 3♦.",2021-02-10T03:46:21.340Z,161292878134200
"Undealt cards:  [5♣, 4♠, 8♥, A♣, J♠]",2021-02-10T03:46:20.611Z,161292878061300
"-- ending hand #136 --",2021-02-10T03:46:19.989Z,161292877999002
"""cbt @ q_oITmKaNu"" collected 0.20 from pot",2021-02-10T03:46:19.989Z,161292877999001
"Uncalled bet of 0.30 returned to ""cbt @ q_oITmKaNu""",2021-02-10T03:46:19.989Z,161292877999000
"""Blake @ UmDnqTo27H"" folds",2021-02-10T03:46:19.180Z,161292877918100
"""cbt @ q_oITmKaNu"" raises to 0.40",2021-02-10T03:46:17.865Z,161292877786600
