entry,at,order
"Player stacks: #2 ""Ryan @ XwqhCQl1w5"" (17.12) | #3 ""Adam @ Mm2_pAS2UA"" (11.53) | #4 ""Noah @ jLblaRls_D"" (14.80) | #5 ""Victor @ umRS93e_BU"" (1.29) | #7 ""Steve @ YzCZkAUETt"" (8.46) | #8 ""Blake @ UmDnqTo27H"" (2.19)",2021-02-11T04:48:33.321Z,161301891332201
"-- starting hand #98  (No Limit Texas Hold'em) (dealer: ""Ryan @ XwqhCQl1w5"") --",2021-02-11T04:48:33.321Z,161301891332200
"""Noah @ jLblaRls_D"" shows a 5♦, 7♠.",2021-02-11T04:48:31.053Z,161301891105500
"""Blake @ UmDnqTo27H"" shows a 2♠, 3♣.",2021-02-11T04:48:27.777Z,161301890777800
"""Adam @ Mm2_pAS2UA"" shows a 9♥, Q♥.",2021-02-11T04:48:27.298Z,161301890729900
"""Ryan @ XwqhCQl1w5"" shows a K♠, 8♣.",2021-02-11T04:48:26.579Z,161301890658200
"""Victor @ umRS93e_BU"" shows a 8♠, J♦.",2021-02-11T04:48:26.288Z,161301890629000
"""Steve @ YzCZkAUETt"" shows a 2♦, 4♥.",2021-02-11T04:48:25.462Z,161301890546400
"Undealt cards: 4♠, K♣, 8♦ [9♣, 3♥]",2021-02-11T04:48:24.774Z,161301890477500
"-- ending hand #97 --",2021-02-11T04:48:23.204Z,161301890320602
"""Ryan @ XwqhCQl1w5"" collected 0.90 from pot",2021-02-11T04:48:23.204Z,161301890320601
"Uncalled bet of 0.25 returned to ""Ryan @ XwqhCQl1w5""",2021-02-11T04:48:23.204Z,161301890320600
"""Adam @ Mm2_pAS2UA"" folds",2021-02-11T04:48:22.392Z,161301890239300
"""Ryan @ XwqhCQl1w5"" bets 0.25",2021-02-11T04:48:15.925Z,161301889592700
"Flop:  [4♠, K♣, 8♦]",2021-02-11T04:48:07.486Z,161301888748700
"""Ryan @ XwqhCQl1w5"" calls 0.40",2021-02-11T04:48:06.678Z,161301888667900
"""Victor @ umRS93e_BU"" folds",2021-02-11T04:48:03.961Z,161301888396200
"""Adam @ Mm2_pAS2UA"" raises to 0.40",2021-02-11T04:47:58.806Z,161301887880700
"""Ryan @ XwqhCQl1w5"" calls 0.10",2021-02-11T04:47:52.757Z,161301887275900
"""Blake @ UmDnqTo27H"" folds",2021-02-11T04:47:51.896Z,161301887189700
"""Steve @ YzCZkAUETt"" folds",2021-02-11T04:47:50.344Z,161301887034600
"""Victor @ umRS93e_BU"" calls 0.10",2021-02-11T04:47:48.828Z,161301886882900
"""Noah @ jLblaRls_D"" folds",2021-02-11T04:47:46.737Z,161301886673800
"""Adam @ Mm2_pAS2UA"" posts a big blind of 0.10",2021-02-11T04:47:43.148Z,161301886314909
"""Ryan @ XwqhCQl1w5"" posts a small blind of 0.05",2021-02-11T04:47:43.148Z,161301886314908
"Your hand is 2♠, 3♣",2021-02-11T04:47:43.148Z,161301886314907
"Player stacks: #2 ""Ryan @ XwqhCQl1w5"" (16.62) | #3 ""Adam @ Mm2_pAS2UA"" (11.93) | #4 ""Noah @ jLblaRls_D"" (14.80) | #5 ""Victor @ umRS93e_BU"" (1.39) | #7 ""Steve @ YzCZkAUETt"" (8.46) | #8 ""Blake @ UmDnqTo27H"" (2.19)",2021-02-11T04:47:43.148Z,161301886314901
"-- starting hand #97  (No Limit Texas Hold'em) (dealer: ""Blake @ UmDnqTo27H"") --",2021-02-11T04:47:43.148Z,161301886314900
"""Noah @ jLblaRls_D"" shows a 4♣, 6♦.",2021-02-11T04:47:40.828Z,161301886082900
"""Adam @ Mm2_pAS2UA"" shows a 6♣, 10♦.",2021-02-11T04:47:38.708Z,161301885871000
"""Steve @ YzCZkAUETt"" shows a 10♣, 9♣.",2021-02-11T04:47:37.118Z,161301885711900
"-- ending hand #96 --",2021-02-11T04:47:35.605Z,161301885560602
"""Ryan @ XwqhCQl1w5"" collected 2.15 from pot with Two Pair, A's & 3's (combination: A♦, A♥, 3♥, 3♦, J♣)",2021-02-11T04:47:35.605Z,161301885560601
"""Ryan @ XwqhCQl1w5"" shows a A♦, J♣.",2021-02-11T04:47:35.605Z,161301885560600
"""Steve @ YzCZkAUETt"" checks",2021-02-11T04:47:34.785Z,161301885478600
"""Ryan @ XwqhCQl1w5"" checks",2021-02-11T04:47:33.620Z,161301885362200
"River: 4♠, 8♥, A♥, 3♥ [3♦]",2021-02-11T04:47:27.238Z,161301884724500
"""Steve @ YzCZkAUETt"" checks",2021-02-11T04:47:26.426Z,161301884642800
"""Ryan @ XwqhCQl1w5"" checks",2021-02-11T04:47:25.124Z,161301884512600
"Turn: 4♠, 8♥, A♥ [3♥]",2021-02-11T04:47:23.107Z,161301884310900
"""Steve @ YzCZkAUETt"" checks",2021-02-11T04:47:22.292Z,161301884229400
"""Ryan @ XwqhCQl1w5"" checks",2021-02-11T04:47:20.169Z,161301884017000
"Flop:  [4♠, 8♥, A♥]",2021-02-11T04:47:14.269Z,161301883427100
"""Noah @ jLblaRls_D"" folds",2021-02-11T04:47:13.458Z,161301883345900
"""Ryan @ XwqhCQl1w5"" calls 1.00",2021-02-11T04:47:12.030Z,161301883203100
"""Blake @ UmDnqTo27H"" folds",2021-02-11T04:47:11.165Z,161301883116600
"""Steve @ YzCZkAUETt"" raises to 1.00",2021-02-11T04:47:10.322Z,161301883032300
"""Victor @ umRS93e_BU"" folds",2021-02-11T04:47:07.122Z,161301882712300
"""Noah @ jLblaRls_D"" calls 0.10",2021-02-11T04:46:57.287Z,161301881728900
"""Adam @ Mm2_pAS2UA"" folds",2021-02-11T04:46:53.539Z,161301881354000
"""Ryan @ XwqhCQl1w5"" posts a big blind of 0.10",2021-02-11T04:46:48.505Z,161301880850709
"""Blake @ UmDnqTo27H"" posts a small blind of 0.05",2021-02-11T04:46:48.505Z,161301880850708
"Your hand is J♥, 5♠",2021-02-11T04:46:48.505Z,161301880850707
"Player stacks: #2 ""Ryan @ XwqhCQl1w5"" (15.47) | #3 ""Adam @ Mm2_pAS2UA"" (11.93) | #4 ""Noah @ jLblaRls_D"" (14.90) | #5 ""Victor @ umRS93e_BU"" (1.39) | #7 ""Steve @ YzCZkAUETt"" (9.46) | #8 ""Blake @ UmDnqTo27H"" (2.24)",2021-02-11T04:46:48.505Z,161301880850701
"-- starting hand #96  (No Limit Texas Hold'em) (dealer: ""Steve @ YzCZkAUETt"") --",2021-02-11T04:46:48.505Z,161301880850700
"""Noah @ jLblaRls_D"" shows a 6♣, 5♣.",2021-02-11T04:46:43.600Z,161301880360100
"""Steve @ YzCZkAUETt"" shows a 9♠, 8♦.",2021-02-11T04:46:43.322Z,161301880332400
"""Adam @ Mm2_pAS2UA"" shows a 6♥, J♠.",2021-02-11T04:46:42.377Z,161301880237800
"""Victor @ umRS93e_BU"" shows a 2♥, 5♥.",2021-02-11T04:46:42.306Z,161301880230800
"Undealt cards: K♣, 2♣, 8♣, 7♣ [A♥]",2021-02-11T04:46:41.550Z,161301880155200
"-- ending hand #95 --",2021-02-11T04:46:39.794Z,161301879979602
"""Noah @ jLblaRls_D"" collected 0.50 from pot",2021-02-11T04:46:39.794Z,161301879979601
"Uncalled bet of 0.44 returned to ""Noah @ jLblaRls_D""",2021-02-11T04:46:39.794Z,161301879979600
"""Adam @ Mm2_pAS2UA"" folds",2021-02-11T04:46:38.971Z,161301879897200
"""Ryan @ XwqhCQl1w5"" folds",2021-02-11T04:46:38.122Z,161301879812300
"""Blake @ UmDnqTo27H"" folds",2021-02-11T04:46:23.938Z,161301878393900
"""Steve @ YzCZkAUETt"" folds",2021-02-11T04:46:23.096Z,161301878309800
"""Noah @ jLblaRls_D"" bets 0.44",2021-02-11T04:46:22.247Z,161301878224700
"""Adam @ Mm2_pAS2UA"" checks",2021-02-11T04:46:17.199Z,161301877720000
"""Ryan @ XwqhCQl1w5"" checks",2021-02-11T04:46:12.775Z,161301877277600
"""Blake @ UmDnqTo27H"" checks",2021-02-11T04:46:11.908Z,161301877190900
"""Steve @ YzCZkAUETt"" checks",2021-02-11T04:46:08.254Z,161301876825500
"Turn: K♣, 2♣, 8♣ [7♣]",2021-02-11T04:46:06.131Z,161301876613300
"""Noah @ jLblaRls_D"" checks",2021-02-11T04:46:05.321Z,161301876532200
"""Adam @ Mm2_pAS2UA"" checks",2021-02-11T04:46:03.220Z,161301876322100
"""Ryan @ XwqhCQl1w5"" checks",2021-02-11T04:46:02.369Z,161301876237100
"""Blake @ UmDnqTo27H"" checks",2021-02-11T04:45:58.878Z,161301875887900
"""Steve @ YzCZkAUETt"" checks",2021-02-11T04:45:57.623Z,161301875762400
"Flop:  [K♣, 2♣, 8♣]",2021-02-11T04:45:55.117Z,161301875511800
"""Blake @ UmDnqTo27H"" checks",2021-02-11T04:45:54.287Z,161301875428800
"""Steve @ YzCZkAUETt"" calls 0.10",2021-02-11T04:45:53.443Z,161301875344400
"""Victor @ umRS93e_BU"" folds",2021-02-11T04:45:51.969Z,161301875197100
"""Noah @ jLblaRls_D"" calls 0.10",2021-02-11T04:45:51.122Z,161301875112300
"""Adam @ Mm2_pAS2UA"" calls 0.10",2021-02-11T04:45:49.074Z,161301874907500
"""Ryan @ XwqhCQl1w5"" calls 0.10",2021-02-11T04:45:44.149Z,161301874415100
"""Blake @ UmDnqTo27H"" posts a big blind of 0.10",2021-02-11T04:45:39.386Z,161301873938809
"""Steve @ YzCZkAUETt"" posts a small blind of 0.05",2021-02-11T04:45:39.386Z,161301873938808
"Your hand is 9♥, 7♠",2021-02-11T04:45:39.386Z,161301873938807
