entry,at,order
"The player ""Hood Zirp @ HtWgAGLk1V"" quits the game with a stack of 0.00.",2021-03-17T03:32:56.228Z,161595197623400
"-- ending hand #188 --",2021-03-17T03:32:46.186Z,161595196618802
"""Blake @ UmDnqTo27H"" collected 6.39 from pot with Two Pair, A's & Q's on the second run  (combination: A♦, A♣, Q♦, Q♣, 5♥)",2021-03-17T03:32:46.186Z,161595196618801
"""Blake @ UmDnqTo27H"" collected 6.39 from pot with Pair, Q's (combination: Q♦, Q♣, 9♣, 8♠, 7♦)",2021-03-17T03:32:46.186Z,161595196618800
"River (second run): 3♦, 5♥, A♦, 5♣ [A♣]",2021-03-17T03:32:43.169Z,161595196317200
"Turn (second run): 3♦, 5♥, A♦ [5♣]",2021-03-17T03:32:40.151Z,161595196015400
"Flop (second run):  [3♦, 5♥, A♦]",2021-03-17T03:32:37.112Z,161595195711800
"River: 9♣, 2♣, 7♦, 8♠ [6♠]",2021-03-17T03:32:34.094Z,161595195409600
"Turn: 9♣, 2♣, 7♦ [8♠]",2021-03-17T03:32:31.045Z,161595195104600
"Flop:  [9♣, 2♣, 7♦]",2021-03-17T03:32:28.030Z,161595194803100
"""Blake @ UmDnqTo27H"" shows a Q♦, Q♣.",2021-03-17T03:32:25.014Z,161595194501501
"""Hood Zirp @ HtWgAGLk1V"" shows a J♣, K♠.",2021-03-17T03:32:25.014Z,161595194501500
"All players in hand choose to run it twice.",2021-03-17T03:32:24.203Z,161595194420501
"""Hood Zirp @ HtWgAGLk1V"" chooses to  run it twice.",2021-03-17T03:32:24.203Z,161595194420500
"""Blake @ UmDnqTo27H"" shows a Q♦, Q♣.",2021-03-17T03:32:22.317Z,161595194231800
"""Blake @ UmDnqTo27H"" chooses to  run it twice.",2021-03-17T03:32:21.293Z,161595194129400
"Remaining players decide whether to run it twice.",2021-03-17T03:32:21.256Z,161595194125701
"""Blake @ UmDnqTo27H"" calls 6.39",2021-03-17T03:32:21.256Z,161595194125700
"""Hood Zirp @ HtWgAGLk1V"" raises to 6.39 and go all in",2021-03-17T03:32:19.677Z,161595193967800
"""Blake @ UmDnqTo27H"" raises to 3.00",2021-03-17T03:32:16.744Z,161595193674500
"""Hood Zirp @ HtWgAGLk1V"" raises to 1.00",2021-03-17T03:32:09.342Z,161595192934300
"""Blake @ UmDnqTo27H"" calls 0.10",2021-03-17T03:32:06.131Z,161595192613200
"""Hood Zirp @ HtWgAGLk1V"" posts a big blind of 0.10",2021-03-17T03:32:04.466Z,161595192446705
"""Blake @ UmDnqTo27H"" posts a small blind of 0.05",2021-03-17T03:32:04.466Z,161595192446704
"Your hand is Q♦, Q♣",2021-03-17T03:32:04.466Z,161595192446703
"Player stacks: #3 ""Hood Zirp @ HtWgAGLk1V"" (6.39) | #8 ""Blake @ UmDnqTo27H"" (48.04)",2021-03-17T03:32:04.466Z,161595192446701
"-- starting hand #188  (No Limit Texas Hold'em) (dealer: ""Blake @ UmDnqTo27H"") --",2021-03-17T03:32:04.466Z,161595192446700
"""Blake @ UmDnqTo27H"" shows a 10♣, 8♠.",2021-03-17T03:31:59.261Z,161595191926200
"""Hood Zirp @ HtWgAGLk1V"" shows a J♣, 9♦.",2021-03-17T03:31:58.400Z,161595191840100
"Undealt cards: 8♦, Q♠, A♣, 3♠ [A♠]",2021-03-17T03:31:57.251Z,161595191725200
"-- ending hand #187 --",2021-03-17T03:31:56.562Z,161595191656402
"""Blake @ UmDnqTo27H"" collected 1.20 from pot",2021-03-17T03:31:56.562Z,161595191656401
"Uncalled bet of 0.75 returned to ""Blake @ UmDnqTo27H""",2021-03-17T03:31:56.562Z,161595191656400
"""Hood Zirp @ HtWgAGLk1V"" folds",2021-03-17T03:31:55.754Z,161595191575500
"""Blake @ UmDnqTo27H"" bets 0.75",2021-03-17T03:31:40.742Z,161595190074300
"Turn: 8♦, Q♠, A♣ [3♠]",2021-03-17T03:31:35.681Z,161595189568700
"""Blake @ UmDnqTo27H"" calls 0.50",2021-03-17T03:31:34.872Z,161595189487300
"""Hood Zirp @ HtWgAGLk1V"" raises to 0.50",2021-03-17T03:31:28.070Z,161595188807100
"""Blake @ UmDnqTo27H"" bets 0.10",2021-03-17T03:31:26.074Z,161595188607500
"Flop:  [8♦, Q♠, A♣]",2021-03-17T03:31:21.328Z,161595188132900
"""Blake @ UmDnqTo27H"" checks",2021-03-17T03:31:20.523Z,161595188052300
"""Hood Zirp @ HtWgAGLk1V"" calls 0.10",2021-03-17T03:31:19.205Z,161595187920900
"""Blake @ UmDnqTo27H"" posts a big blind of 0.10",2021-03-17T03:31:16.975Z,161595187697805
"""Hood Zirp @ HtWgAGLk1V"" posts a small blind of 0.05",2021-03-17T03:31:16.975Z,161595187697804
"Your hand is 10♣, 8♠",2021-03-17T03:31:16.975Z,161595187697803
"Player stacks: #3 ""Hood Zirp @ HtWgAGLk1V"" (6.99) | #8 ""Blake @ UmDnqTo27H"" (47.44)",2021-03-17T03:31:16.975Z,161595187697801
"-- starting hand #187  (No Limit Texas Hold'em) (dealer: ""Hood Zirp @ HtWgAGLk1V"") --",2021-03-17T03:31:16.975Z,161595187697800
"""Blake @ UmDnqTo27H"" shows a K♣, 6♠.",2021-03-17T03:31:16.090Z,161595187609200
"""Hood Zirp @ HtWgAGLk1V"" shows a 9♦, Q♠.",2021-03-17T03:31:15.698Z,161595187569900
"-- ending hand #186 --",2021-03-17T03:31:14.742Z,161595187474302
"""Hood Zirp @ HtWgAGLk1V"" collected 0.20 from pot",2021-03-17T03:31:14.742Z,161595187474301
"Uncalled bet of 0.35 returned to ""Hood Zirp @ HtWgAGLk1V""",2021-03-17T03:31:14.742Z,161595187474300
"""Blake @ UmDnqTo27H"" folds",2021-03-17T03:31:13.932Z,161595187393300
"""Hood Zirp @ HtWgAGLk1V"" bets 0.35",2021-03-17T03:31:13.097Z,161595187309800
"River: 8♥, A♦, 10♠, 9♣ [5♠]",2021-03-17T03:31:09.523Z,161595186952500
"""Blake @ UmDnqTo27H"" checks",2021-03-17T03:31:08.712Z,161595186871700
"""Hood Zirp @ HtWgAGLk1V"" checks",2021-03-17T03:31:07.773Z,161595186777400
"Turn: 8♥, A♦, 10♠ [9♣]",2021-03-17T03:31:06.137Z,161595186613800
"""Blake @ UmDnqTo27H"" checks",2021-03-17T03:31:05.329Z,161595186533000
"""Hood Zirp @ HtWgAGLk1V"" checks",2021-03-17T03:31:03.622Z,161595186362300
"Flop:  [8♥, A♦, 10♠]",2021-03-17T03:31:02.003Z,161595186200600
"""Hood Zirp @ HtWgAGLk1V"" checks",2021-03-17T03:31:01.197Z,161595186119800
"""Blake @ UmDnqTo27H"" calls 0.10",2021-03-17T03:30:59.976Z,161595185997800
"""Hood Zirp @ HtWgAGLk1V"" posts a big blind of 0.10",2021-03-17T03:30:58.035Z,161595185803605
"""Blake @ UmDnqTo27H"" posts a small blind of 0.05",2021-03-17T03:30:58.035Z,161595185803604
"Your hand is K♣, 6♠",2021-03-17T03:30:58.035Z,161595185803603
"Player stacks: #3 ""Hood Zirp @ HtWgAGLk1V"" (6.89) | #8 ""Blake @ UmDnqTo27H"" (47.54)",2021-03-17T03:30:58.035Z,161595185803601
"-- starting hand #186  (No Limit Texas Hold'em) (dealer: ""Blake @ UmDnqTo27H"") --",2021-03-17T03:30:58.035Z,161595185803600
"""Hood Zirp @ HtWgAGLk1V"" shows a 7♦, 6♠.",2021-03-17T03:30:54.296Z,161595185429700
"Undealt cards: 10♥, 2♠, Q♣ [5♥, 6♥]",2021-03-17T03:30:51.968Z,161595185196800
"""Blake @ UmDnqTo27H"" shows a 8♠, 10♣.",2021-03-17T03:30:51.396Z,161595185139700
"-- ending hand #185 --",2021-03-17T03:30:50.717Z,161595185071802
"""Blake @ UmDnqTo27H"" collected 0.80 from pot",2021-03-17T03:30:50.717Z,161595185071801
"Uncalled bet of 0.45 returned to ""Blake @ UmDnqTo27H""",2021-03-17T03:30:50.717Z,161595185071800
"""Hood Zirp @ HtWgAGLk1V"" folds",2021-03-17T03:30:49.908Z,161595184990800
"""Blake @ UmDnqTo27H"" raises to 0.65",2021-03-17T03:30:47.478Z,161595184747900
"""Hood Zirp @ HtWgAGLk1V"" bets 0.20",2021-03-17T03:30:44.342Z,161595184434400
"""Blake @ UmDnqTo27H"" checks",2021-03-17T03:30:41.347Z,161595184134800
"Flop:  [10♥, 2♠, Q♣]",2021-03-17T03:30:39.265Z,161595183926600
"""Hood Zirp @ HtWgAGLk1V"" calls 0.20",2021-03-17T03:30:38.457Z,161595183845800
"""Blake @ UmDnqTo27H"" raises to 0.20",2021-03-17T03:30:37.358Z,161595183735900
