entry,at,order
"""2% Mike @ GrN4o0REa-"" collected 0.72 from pot",2021-03-05T05:15:56.629Z,161492135663001
"Uncalled bet of 0.45 returned to ""2% Mike @ GrN4o0REa-""",2021-03-05T05:15:56.629Z,161492135663000
"""Blake @ UmDnqTo27H"" folds",2021-03-05T05:15:55.819Z,161492135582100
"""2% Mike @ GrN4o0REa-"" bets 0.45",2021-03-05T05:15:52.638Z,161492135263900
"""Blake @ UmDnqTo27H"" checks",2021-03-05T05:15:49.844Z,161492134984500
"Flop:  [3♥, 5♠, 4♦]",2021-03-05T05:15:46.699Z,161492134670000
"""2% Mike @ GrN4o0REa-"" calls 0.31",2021-03-05T05:15:45.890Z,161492134589100
"""Desperate @ 8931s3Tqpq"" folds",2021-03-05T05:15:44.984Z,161492134498500
"""Blake @ UmDnqTo27H"" raises to 0.31",2021-03-05T05:15:41.875Z,161492134187600
"""2% Mike @ GrN4o0REa-"" calls 0.10",2021-03-05T05:15:38.733Z,161492133873400
"""Desperate @ 8931s3Tqpq"" posts a big blind of 0.10",2021-03-05T05:15:36.967Z,161492133696806
"""Blake @ UmDnqTo27H"" posts a small blind of 0.05",2021-03-05T05:15:36.967Z,161492133696805
"Your hand is K♦, 10♣",2021-03-05T05:15:36.967Z,161492133696804
"Player stacks: #1 ""Desperate @ 8931s3Tqpq"" (1.46) | #6 ""2% Mike @ GrN4o0REa-"" (24.14) | #8 ""Blake @ UmDnqTo27H"" (5.36)",2021-03-05T05:15:36.967Z,161492133696801
"-- starting hand #235  (No Limit Texas Hold'em) (dealer: ""2% Mike @ GrN4o0REa-"") --",2021-03-05T05:15:36.967Z,161492133696800
"""Desperate @ 8931s3Tqpq"" shows a 2♠, 3♠.",2021-03-05T05:15:36.463Z,161492133646400
"""2% Mike @ GrN4o0REa-"" shows a 10♠, Q♥.",2021-03-05T05:15:35.262Z,161492133526300
"""Blake @ UmDnqTo27H"" shows a 3♦, A♣.",2021-03-05T05:15:35.031Z,161492133503400
"Undealt cards: 10♦, K♦, 2♥ [5♠, 9♠]",2021-03-05T05:15:33.677Z,161492133367900
"-- ending hand #234 --",2021-03-05T05:15:33.401Z,161492133340202
"""2% Mike @ GrN4o0REa-"" collected 0.20 from pot",2021-03-05T05:15:33.401Z,161492133340201
"Uncalled bet of 0.25 returned to ""2% Mike @ GrN4o0REa-""",2021-03-05T05:15:33.401Z,161492133340200
"""Blake @ UmDnqTo27H"" folds",2021-03-05T05:15:32.593Z,161492133259400
"""2% Mike @ GrN4o0REa-"" bets 0.25",2021-03-05T05:15:30.914Z,161492133091500
"Flop:  [10♦, K♦, 2♥]",2021-03-05T05:15:24.789Z,161492132479100
"""Blake @ UmDnqTo27H"" checks",2021-03-05T05:15:23.980Z,161492132398100
"""2% Mike @ GrN4o0REa-"" calls 0.10",2021-03-05T05:15:22.619Z,161492132262000
"""Desperate @ 8931s3Tqpq"" folds",2021-03-05T05:15:21.550Z,161492132155100
"""Blake @ UmDnqTo27H"" posts a big blind of 0.10",2021-03-05T05:15:18.929Z,161492131893006
"""2% Mike @ GrN4o0REa-"" posts a small blind of 0.05",2021-03-05T05:15:18.929Z,161492131893005
"Your hand is 3♦, A♣",2021-03-05T05:15:18.929Z,161492131893004
"Player stacks: #1 ""Desperate @ 8931s3Tqpq"" (1.46) | #6 ""2% Mike @ GrN4o0REa-"" (24.04) | #8 ""Blake @ UmDnqTo27H"" (5.46)",2021-03-05T05:15:18.929Z,161492131893001
"-- starting hand #234  (No Limit Texas Hold'em) (dealer: ""Desperate @ 8931s3Tqpq"") --",2021-03-05T05:15:18.929Z,161492131893000
"""2% Mike @ GrN4o0REa-"" shows a 8♦, 8♥.",2021-03-05T05:15:00.938Z,161492130094000
"""Blake @ UmDnqTo27H"" shows a J♣, 10♣.",2021-03-05T05:15:00.772Z,161492130077300
"""Desperate @ 8931s3Tqpq"" shows a 5♥, 6♦.",2021-03-05T05:15:00.766Z,161492130076700
"Undealt cards: K♦, 8♠, K♠ [K♥, 4♣]",2021-03-05T05:14:58.996Z,161492129899900
"-- ending hand #233 --",2021-03-05T05:14:58.193Z,161492129819302
"""2% Mike @ GrN4o0REa-"" collected 1.95 from pot",2021-03-05T05:14:58.193Z,161492129819301
"Uncalled bet of 5.46 returned to ""2% Mike @ GrN4o0REa-""",2021-03-05T05:14:58.193Z,161492129819300
"""Blake @ UmDnqTo27H"" folds",2021-03-05T05:14:57.385Z,161492129738600
"""2% Mike @ GrN4o0REa-"" bets 5.46",2021-03-05T05:14:39.383Z,161492127938400
"Flop:  [K♦, 8♠, K♠]",2021-03-05T05:14:32.367Z,161492127236800
"""2% Mike @ GrN4o0REa-"" calls 0.95",2021-03-05T05:14:31.557Z,161492127155800
"""Blake @ UmDnqTo27H"" raises to 0.95",2021-03-05T05:14:30.462Z,161492127046300
"""2% Mike @ GrN4o0REa-"" raises to 0.40",2021-03-05T05:14:27.953Z,161492126795400
"""Desperate @ 8931s3Tqpq"" folds",2021-03-05T05:14:24.193Z,161492126419400
"""Blake @ UmDnqTo27H"" calls 0.10",2021-03-05T05:14:21.388Z,161492126138900
"""2% Mike @ GrN4o0REa-"" posts a big blind of 0.10",2021-03-05T05:14:19.441Z,161492125944206
"""Desperate @ 8931s3Tqpq"" posts a small blind of 0.05",2021-03-05T05:14:19.441Z,161492125944205
"Your hand is J♣, 10♣",2021-03-05T05:14:19.441Z,161492125944204
"Player stacks: #1 ""Desperate @ 8931s3Tqpq"" (1.51) | #6 ""2% Mike @ GrN4o0REa-"" (23.04) | #8 ""Blake @ UmDnqTo27H"" (6.41)",2021-03-05T05:14:19.441Z,161492125944201
"-- starting hand #233  (No Limit Texas Hold'em) (dealer: ""Blake @ UmDnqTo27H"") --",2021-03-05T05:14:19.441Z,161492125944200
"""Blake @ UmDnqTo27H"" shows a 5♥, A♦.",2021-03-05T05:14:18.642Z,161492125864300
"""Desperate @ 8931s3Tqpq"" shows a 10♥, 4♥.",2021-03-05T05:14:18.331Z,161492125833200
"""2% Mike @ GrN4o0REa-"" shows a 2♥, 4♠.",2021-03-05T05:14:18.193Z,161492125819400
"-- ending hand #232 --",2021-03-05T05:14:17.255Z,161492125725602
"""Blake @ UmDnqTo27H"" collected 0.20 from pot",2021-03-05T05:14:17.255Z,161492125725601
"Uncalled bet of 0.10 returned to ""Blake @ UmDnqTo27H""",2021-03-05T05:14:17.255Z,161492125725600
"""Desperate @ 8931s3Tqpq"" folds",2021-03-05T05:14:16.450Z,161492125645000
"""Blake @ UmDnqTo27H"" bets 0.10",2021-03-05T05:14:14.478Z,161492125447800
"River: 9♦, 8♥, Q♥, 3♦ [A♣]",2021-03-05T05:14:12.795Z,161492125279700
"""Desperate @ 8931s3Tqpq"" checks",2021-03-05T05:14:11.979Z,161492125198000
"""Blake @ UmDnqTo27H"" checks",2021-03-05T05:14:10.393Z,161492125039400
"Turn: 9♦, 8♥, Q♥ [3♦]",2021-03-05T05:14:09.049Z,161492124905000
"""Desperate @ 8931s3Tqpq"" checks",2021-03-05T05:14:08.241Z,161492124824100
"""Blake @ UmDnqTo27H"" checks",2021-03-05T05:14:06.835Z,161492124683600
"Flop:  [9♦, 8♥, Q♥]",2021-03-05T05:14:04.991Z,161492124499300
"""Desperate @ 8931s3Tqpq"" checks",2021-03-05T05:14:04.142Z,161492124414700
"""Blake @ UmDnqTo27H"" calls 0.10",2021-03-05T05:14:02.806Z,161492124280700
"""2% Mike @ GrN4o0REa-"" folds",2021-03-05T05:14:01.961Z,161492124196100
"""Desperate @ 8931s3Tqpq"" posts a big blind of 0.10",2021-03-05T05:13:57.347Z,161492123734806
"""Blake @ UmDnqTo27H"" posts a small blind of 0.05",2021-03-05T05:13:57.347Z,161492123734805
"Your hand is 5♥, A♦",2021-03-05T05:13:57.347Z,161492123734804
"Player stacks: #1 ""Desperate @ 8931s3Tqpq"" (1.61) | #6 ""2% Mike @ GrN4o0REa-"" (23.04) | #8 ""Blake @ UmDnqTo27H"" (6.31)",2021-03-05T05:13:57.347Z,161492123734801
"-- starting hand #232  (No Limit Texas Hold'em) (dealer: ""2% Mike @ GrN4o0REa-"") --",2021-03-05T05:13:57.347Z,161492123734800
"""2% Mike @ GrN4o0REa-"" shows a 9♥, Q♥.",2021-03-05T05:13:49.623Z,161492122962400
"""Blake @ UmDnqTo27H"" shows a J♠, A♠.",2021-03-05T05:13:46.683Z,161492122668400
"""Desperate @ 8931s3Tqpq"" shows a 8♦, A♦.",2021-03-05T05:13:45.960Z,161492122596100
"Undealt cards: 9♠, 8♠, 7♥ [J♣, 5♣]",2021-03-05T05:13:43.592Z,161492122359600
"-- ending hand #231 --",2021-03-05T05:13:42.610Z,161492122261102
"""Blake @ UmDnqTo27H"" collected 1.20 from pot",2021-03-05T05:13:42.610Z,161492122261101
"Uncalled bet of 5.11 returned to ""Blake @ UmDnqTo27H""",2021-03-05T05:13:42.610Z,161492122261100
"""2% Mike @ GrN4o0REa-"" folds",2021-03-05T05:13:41.803Z,161492122180400
"""Blake @ UmDnqTo27H"" bets 5.11 and go all in",2021-03-05T05:13:19.877Z,161492119987800
"""2% Mike @ GrN4o0REa-"" checks",2021-03-05T05:13:14.852Z,161492119485200
"Flop:  [9♠, 8♠, 7♥]",2021-03-05T05:13:11.776Z,161492119177700
"""2% Mike @ GrN4o0REa-"" calls 0.55",2021-03-05T05:13:10.967Z,161492119096800
"""Desperate @ 8931s3Tqpq"" folds",2021-03-05T05:13:09.498Z,161492118949900
"""Blake @ UmDnqTo27H"" raises to 0.55",2021-03-05T05:13:08.643Z,161492118864400
"""2% Mike @ GrN4o0REa-"" raises to 0.25",2021-03-05T05:13:03.739Z,161492118374000
"""Desperate @ 8931s3Tqpq"" calls 0.10",2021-03-05T05:12:58.891Z,161492117889200
"""Blake @ UmDnqTo27H"" posts a big blind of 0.10",2021-03-05T05:12:56.773Z,161492117677406
"""2% Mike @ GrN4o0REa-"" posts a small blind of 0.05",2021-03-05T05:12:56.773Z,161492117677405
"Your hand is J♠, A♠",2021-03-05T05:12:56.773Z,161492117677404
"Player stacks: #1 ""Desperate @ 8931s3Tqpq"" (1.71) | #6 ""2% Mike @ GrN4o0REa-"" (23.59) | #8 ""Blake @ UmDnqTo27H"" (5.66)",2021-03-05T05:12:56.773Z,161492117677401
"-- starting hand #231  (No Limit Texas Hold'em) (dealer: ""Desperate @ 8931s3Tqpq"") --",2021-03-05T05:12:56.773Z,161492117677400
"""Desperate @ 8931s3Tqpq"" shows a 2♠, 3♦.",2021-03-05T05:12:52.256Z,161492117225600
"""Blake @ UmDnqTo27H"" shows a 6♦, 10♦.",2021-03-05T05:12:51.706Z,161492117170700
"""2% Mike @ GrN4o0REa-"" shows a Q♠, 10♥.",2021-03-05T05:12:51.585Z,161492117158600
"Undealt cards:  [2♦, 9♣, 2♣, 5♠, A♣]",2021-03-05T05:12:50.556Z,161492117055800
"-- ending hand #230 --",2021-03-05T05:12:49.839Z,161492116984002
"""2% Mike @ GrN4o0REa-"" collected 0.25 from pot",2021-03-05T05:12:49.839Z,161492116984001
"Uncalled bet of 0.20 returned to ""2% Mike @ GrN4o0REa-""",2021-03-05T05:12:49.839Z,161492116984000
"""Blake @ UmDnqTo27H"" folds",2021-03-05T05:12:49.032Z,161492116903200
"""2% Mike @ GrN4o0REa-"" raises to 0.30",2021-03-05T05:12:47.157Z,161492116715800
"""Desperate @ 8931s3Tqpq"" folds",2021-03-05T05:12:44.554Z,161492116455400
"""Blake @ UmDnqTo27H"" calls 0.10",2021-03-05T05:12:42.766Z,161492116276700
"""2% Mike @ GrN4o0REa-"" posts a big blind of 0.10",2021-03-05T05:12:41.188Z,161492116118906
"""Desperate @ 8931s3Tqpq"" posts a small blind of 0.05",2021-03-05T05:12:41.188Z,161492116118905
"Your hand is 6♦, 10♦",2021-03-05T05:12:41.188Z,161492116118904
"Player stacks: #1 ""Desperate @ 8931s3Tqpq"" (1.76) | #6 ""2% Mike @ GrN4o0REa-"" (23.44) | #8 ""Blake @ UmDnqTo27H"" (5.76)",2021-03-05T05:12:41.188Z,161492116118901
"-- starting hand #230  (No Limit Texas Hold'em) (dealer: ""Blake @ UmDnqTo27H"") --",2021-03-05T05:12:41.188Z,161492116118900
"""2% Mike @ GrN4o0REa-"" shows a 5♣, 6♦.",2021-03-05T05:12:38.901Z,161492115890100
"-- ending hand #229 --",2021-03-05T05:12:37.649Z,161492115765103
"""Blake @ UmDnqTo27H"" shows a 7♠, A♦.",2021-03-05T05:12:37.649Z,161492115765102
"""Desperate @ 8931s3Tqpq"" collected 0.50 from pot with Two Pair, Q's & 8's (combination: Q♥, Q♦, 8♠, 8♣, 9♣)",2021-03-05T05:12:37.649Z,161492115765101
"""Desperate @ 8931s3Tqpq"" shows a 8♠, 4♥.",2021-03-05T05:12:37.649Z,161492115765100
"""2% Mike @ GrN4o0REa-"" folds",2021-03-05T05:12:36.839Z,161492115684000
"""Desperate @ 8931s3Tqpq"" calls 0.10",2021-03-05T05:12:35.982Z,161492115598400
"""Blake @ UmDnqTo27H"" bets 0.10",2021-03-05T05:12:33.999Z,161492115400100
"River: 9♣, 4♣, Q♥, 8♣ [Q♦]",2021-03-05T05:12:31.977Z,161492115197900
"""2% Mike @ GrN4o0REa-"" checks",2021-03-05T05:12:31.170Z,161492115117100
"""Desperate @ 8931s3Tqpq"" checks",2021-03-05T05:12:30.114Z,161492115011500
"""Blake @ UmDnqTo27H"" checks",2021-03-05T05:12:28.767Z,161492114876800
"Turn: 9♣, 4♣, Q♥ [8♣]",2021-03-05T05:12:27.930Z,161492114793200
"""2% Mike @ GrN4o0REa-"" checks",2021-03-05T05:12:27.125Z,161492114712500
"""Desperate @ 8931s3Tqpq"" checks",2021-03-05T05:12:25.839Z,161492114584000
"""Blake @ UmDnqTo27H"" checks",2021-03-05T05:12:24.920Z,161492114492100
"Flop:  [9♣, 4♣, Q♥]",2021-03-05T05:12:23.133Z,161492114313500
"""Desperate @ 8931s3Tqpq"" checks",2021-03-05T05:12:22.322Z,161492114232300
"""Blake @ UmDnqTo27H"" calls 0.10",2021-03-05T05:12:21.469Z,161492114147000
"""2% Mike @ GrN4o0REa-"" calls 0.10",2021-03-05T05:12:20.628Z,161492114062900
"""Desperate @ 8931s3Tqpq"" posts a big blind of 0.10",2021-03-05T05:12:17.248Z,161492113724906
"""Blake @ UmDnqTo27H"" posts a small blind of 0.05",2021-03-05T05:12:17.248Z,161492113724905
"Your hand is 7♠, A♦",2021-03-05T05:12:17.248Z,161492113724904
"Player stacks: #1 ""Desperate @ 8931s3Tqpq"" (1.46) | #6 ""2% Mike @ GrN4o0REa-"" (23.54) | #8 ""Blake @ UmDnqTo27H"" (5.96)",2021-03-05T05:12:17.248Z,161492113724901
"-- starting hand #229  (No Limit Texas Hold'em) (dealer: ""2% Mike @ GrN4o0REa-"") --",2021-03-05T05:12:17.248Z,161492113724900
"""Blake @ UmDnqTo27H"" shows a A♣, 2♣.",2021-03-05T05:12:11.975Z,161492113197600
"""2% Mike @ GrN4o0REa-"" shows a 5♠, 7♣.",2021-03-05T05:12:10.373Z,161492113037400
"""Desperate @ 8931s3Tqpq"" shows a 2♦, 5♦.",2021-03-05T05:12:09.197Z,161492112919800
"-- ending hand #228 --",2021-03-05T05:12:08.172Z,161492112817302
"""Blake @ UmDnqTo27H"" collected 0.20 from pot",2021-03-05T05:12:08.172Z,161492112817301
"Uncalled bet of 5.76 returned to ""Blake @ UmDnqTo27H""",2021-03-05T05:12:08.172Z,161492112817300
"""2% Mike @ GrN4o0REa-"" folds",2021-03-05T05:12:07.366Z,161492112736700
"""Blake @ UmDnqTo27H"" bets 5.76 and go all in",2021-03-05T05:12:05.863Z,161492112586400
"""2% Mike @ GrN4o0REa-"" checks",2021-03-05T05:12:02.548Z,161492112254900
"River: 2♥, 3♥, 2♠, 9♣ [K♦]",2021-03-05T05:12:01.065Z,161492112106800
"""Blake @ UmDnqTo27H"" checks",2021-03-05T05:12:00.257Z,161492112025800
"""2% Mike @ GrN4o0REa-"" checks",2021-03-05T05:11:59.407Z,161492111940800
"Turn: 2♥, 3♥, 2♠ [9♣]",2021-03-05T05:11:57.491Z,161492111749300
"""Blake @ UmDnqTo27H"" checks",2021-03-05T05:11:56.685Z,161492111668600
"""2% Mike @ GrN4o0REa-"" checks",2021-03-05T05:11:55.853Z,161492111585400
"Flop:  [2♥, 3♥, 2♠]",2021-03-05T05:11:53.516Z,161492111351700
"""Blake @ UmDnqTo27H"" checks",2021-03-05T05:11:52.708Z,161492111270900
"""2% Mike @ GrN4o0REa-"" calls 0.10",2021-03-05T05:11:51.869Z,161492111186900
"""Desperate @ 8931s3Tqpq"" folds",2021-03-05T05:11:50.989Z,161492111099000
"""Blake @ UmDnqTo27H"" posts a big blind of 0.10",2021-03-05T05:11:45.459Z,161492110546006
"""2% Mike @ GrN4o0REa-"" posts a small blind of 0.05",2021-03-05T05:11:45.459Z,161492110546005
"Your hand is A♣, 2♣",2021-03-05T05:11:45.459Z,161492110546004
"Player stacks: #1 ""Desperate @ 8931s3Tqpq"" (1.46) | #6 ""2% Mike @ GrN4o0REa-"" (23.64) | #8 ""Blake @ UmDnqTo27H"" (5.86)",2021-03-05T05:11:45.459Z,161492110546001
"-- starting hand #228  (No Limit Texas Hold'em) (dealer: ""Desperate @ 8931s3Tqpq"") --",2021-03-05T05:11:45.459Z,161492110546000
"""Blake @ UmDnqTo27H"" shows a Q♠, Q♦.",2021-03-05T05:11:24.357Z,161492108435800
"""2% Mike @ GrN4o0REa-"" shows a Q♣, 9♦.",2021-03-05T05:11:21.277Z,161492108127800
"-- ending hand #227 --",2021-03-05T05:11:19.081Z,161492107908202
"""Desperate @ 8931s3Tqpq"" collected 1.20 from pot with Two Pair, K's & 7's (combination: K♣, K♥, 7♣, 7♠, 8♠)",2021-03-05T05:11:19.081Z,161492107908201
"""Desperate @ 8931s3Tqpq"" shows a 7♣, K♣.",2021-03-05T05:11:19.081Z,161492107908200
"""Blake @ UmDnqTo27H"" checks",2021-03-05T05:11:18.274Z,161492107827500
"""Desperate @ 8931s3Tqpq"" checks",2021-03-05T05:11:17.442Z,161492107744300
"River: 7♠, K♥, 3♦, 8♠ [4♠]",2021-03-05T05:11:14.589Z,161492107459400
"""2% Mike @ GrN4o0REa-"" folds",2021-03-05T05:11:13.782Z,161492107378300
"""Desperate @ 8931s3Tqpq"" calls 0.45",2021-03-05T05:11:10.596Z,161492107059700
"""Blake @ UmDnqTo27H"" bets 0.45",2021-03-05T05:11:08.709Z,161492106871000
"""2% Mike @ GrN4o0REa-"" checks",2021-03-05T05:11:06.384Z,161492106638500
"""Desperate @ 8931s3Tqpq"" checks",2021-03-05T05:11:04.168Z,161492106416900
"Turn: 7♠, K♥, 3♦ [8♠]",2021-03-05T05:11:02.102Z,161492106210300
"""Blake @ UmDnqTo27H"" checks",2021-03-05T05:11:01.287Z,161492106128800
"""2% Mike @ GrN4o0REa-"" checks",2021-03-05T05:10:59.523Z,161492105952400
"""Desperate @ 8931s3Tqpq"" checks",2021-03-05T05:10:56.219Z,161492105622100
"Flop:  [7♠, K♥, 3♦]",2021-03-05T05:10:50.125Z,161492105012600
"""2% Mike @ GrN4o0REa-"" checks",2021-03-05T05:10:49.317Z,161492104931800
"""Desperate @ 8931s3Tqpq"" calls 0.10",2021-03-05T05:10:46.590Z,161492104659100
"""Blake @ UmDnqTo27H"" calls 0.10",2021-03-05T05:10:45.438Z,161492104543900
"""2% Mike @ GrN4o0REa-"" posts a big blind of 0.10",2021-03-05T05:10:42.834Z,161492104283506
"""Desperate @ 8931s3Tqpq"" posts a small blind of 0.05",2021-03-05T05:10:42.834Z,161492104283505
"Your hand is Q♠, Q♦",2021-03-05T05:10:42.834Z,161492104283504
"Player stacks: #1 ""Desperate @ 8931s3Tqpq"" (0.81) | #6 ""2% Mike @ GrN4o0REa-"" (23.74) | #8 ""Blake @ UmDnqTo27H"" (6.41)",2021-03-05T05:10:42.834Z,161492104283501
"-- starting hand #227  (No Limit Texas Hold'em) (dealer: ""Blake @ UmDnqTo27H"") --",2021-03-05T05:10:42.834Z,161492104283500
"""2% Mike @ GrN4o0REa-"" shows a 5♣, 5♦.",2021-03-05T05:10:32.820Z,161492103282100
"""Desperate @ 8931s3Tqpq"" shows a K♦, 2♦.",2021-03-05T05:10:31.809Z,161492103181000
"-- ending hand #226 --",2021-03-05T05:10:29.815Z,161492102981702
"""Blake @ UmDnqTo27H"" collected 3.20 from pot with Two Pair, 7's & 6's (combination: 7♥, 7♦, 6♣, 6♠, 9♠)",2021-03-05T05:10:29.815Z,161492102981701
"""Blake @ UmDnqTo27H"" shows a 7♥, 8♦.",2021-03-05T05:10:29.815Z,161492102981700
"""2% Mike @ GrN4o0REa-"" checks",2021-03-05T05:10:29.008Z,161492102900900
"""Blake @ UmDnqTo27H"" checks",2021-03-05T05:10:23.434Z,161492102343500
"River: 4♣, 6♣, 6♠, 7♦ [9♠]",2021-03-05T05:10:20.614Z,161492102061600
"""2% Mike @ GrN4o0REa-"" calls 0.95",2021-03-05T05:10:19.803Z,161492101980400
"""Blake @ UmDnqTo27H"" bets 0.95",2021-03-05T05:10:18.400Z,161492101840100
"Turn: 4♣, 6♣, 6♠ [7♦]",2021-03-05T05:10:15.317Z,161492101531800
"""Blake @ UmDnqTo27H"" calls 0.30",2021-03-05T05:10:14.508Z,161492101450900
"""2% Mike @ GrN4o0REa-"" bets 0.30",2021-03-05T05:10:13.403Z,161492101340400
"""Blake @ UmDnqTo27H"" checks",2021-03-05T05:10:09.509Z,161492100951300
"Flop:  [4♣, 6♣, 6♠]",2021-03-05T05:10:07.836Z,161492100783700
"""Desperate @ 8931s3Tqpq"" folds",2021-03-05T05:10:07.027Z,161492100702800
"""Blake @ UmDnqTo27H"" calls 0.30",2021-03-05T05:10:05.358Z,161492100535900
"""2% Mike @ GrN4o0REa-"" raises to 0.30",2021-03-05T05:10:04.020Z,161492100402100
"""Desperate @ 8931s3Tqpq"" posts a big blind of 0.10",2021-03-05T05:10:00.579Z,161492100058006
"""Blake @ UmDnqTo27H"" posts a small blind of 0.05",2021-03-05T05:10:00.579Z,161492100058005
"Your hand is 7♥, 8♦",2021-03-05T05:10:00.579Z,161492100058004
"Player stacks: #1 ""Desperate @ 8931s3Tqpq"" (0.91) | #6 ""2% Mike @ GrN4o0REa-"" (25.29) | #8 ""Blake @ UmDnqTo27H"" (4.76)",2021-03-05T05:10:00.579Z,161492100058001
"-- starting hand #226  (No Limit Texas Hold'em) (dealer: ""2% Mike @ GrN4o0REa-"") --",2021-03-05T05:10:00.579Z,161492100058000
"""Desperate @ 8931s3Tqpq"" shows a 4♥, 2♦.",2021-03-05T05:09:58.354Z,161492099835600
"""Blake @ UmDnqTo27H"" shows a 6♠, 5♥.",2021-03-05T05:09:56.830Z,161492099683100
"""2% Mike @ GrN4o0REa-"" shows a K♣, 4♠.",2021-03-05T05:09:56.518Z,161492099651900
"Undealt cards: A♠, 7♦, A♣ [6♦, 4♦]",2021-03-05T05:09:55.682Z,161492099568400
"-- ending hand #225 --",2021-03-05T05:09:54.614Z,161492099461701
"""Blake @ UmDnqTo27H"" collected 0.20 from pot",2021-03-05T05:09:54.614Z,161492099461700
"""2% Mike @ GrN4o0REa-"" folds",2021-03-05T05:09:53.807Z,161492099380800
"Flop:  [A♠, 7♦, A♣]",2021-03-05T05:09:49.791Z,161492098979200
"""Blake @ UmDnqTo27H"" checks",2021-03-05T05:09:48.983Z,161492098898400
"""2% Mike @ GrN4o0REa-"" calls 0.10",2021-03-05T05:09:48.145Z,161492098814500
"""Desperate @ 8931s3Tqpq"" folds",2021-03-05T05:09:45.596Z,161492098559700
"""Blake @ UmDnqTo27H"" posts a big blind of 0.10",2021-03-05T05:09:43.461Z,161492098346206
"""2% Mike @ GrN4o0REa-"" posts a small blind of 0.05",2021-03-05T05:09:43.461Z,161492098346205
"Your hand is 6♠, 5♥",2021-03-05T05:09:43.461Z,161492098346204
"Player stacks: #1 ""Desperate @ 8931s3Tqpq"" (0.91) | #6 ""2% Mike @ GrN4o0REa-"" (25.39) | #8 ""Blake @ UmDnqTo27H"" (4.66)",2021-03-05T05:09:43.461Z,161492098346201
"-- starting hand #225  (No Limit Texas Hold'em) (dealer: ""Desperate @ 8931s3Tqpq"") --",2021-03-05T05:09:43.461Z,161492098346200
"-- ending hand #224 --",2021-03-05T05:09:40.645Z,161492098064702
"""2% Mike @ GrN4o0REa-"" collected 0.25 from pot with Two Pair, Q's & 4's (combination: Q♠, Q♣, 4♠, 4♣, 9♦)",2021-03-05T05:09:40.645Z,161492098064701
"""2% Mike @ GrN4o0REa-"" shows a 4♠, 3♥.",2021-03-05T05:09:40.645Z,161492098064700
