entry,at,order
"Your hand is 3♥, Q♥",2021-03-15T01:57:52.345Z,161577347234605
"Player stacks: #1 ""Joe @ QPwC0lzggS"" (6.52) | #2 ""Noah @ jLblaRls_D"" (1.57) | #7 ""Ryan @ XwqhCQl1w5"" (9.64) | #8 ""Blake @ UmDnqTo27H"" (4.71) | #9 ""Victor @ umRS93e_BU"" (2.38) | #10 ""Adam @ Mm2_pAS2UA"" (13.40)",2021-03-15T01:57:52.345Z,161577347234601
"-- starting hand #110  (No Limit Texas Hold'em) (dealer: ""Joe @ QPwC0lzggS"") --",2021-03-15T01:57:52.345Z,161577347234600
"""Noah @ jLblaRls_D"" shows a 8♥, 4♦.",2021-03-15T01:57:49.435Z,161577346943600
"""Joe @ QPwC0lzggS"" shows a 7♠, 3♥.",2021-03-15T01:57:48.595Z,161577346859500
"""Adam @ Mm2_pAS2UA"" shows a 7♣, K♠.",2021-03-15T01:57:48.434Z,161577346843500
"-- ending hand #109 --",2021-03-15T01:57:47.334Z,161577346733802
"""Adam @ Mm2_pAS2UA"" collected 1.41 from pot",2021-03-15T01:57:47.334Z,161577346733801
"Uncalled bet of 0.55 returned to ""Adam @ Mm2_pAS2UA""",2021-03-15T01:57:47.334Z,161577346733800
"""Ryan @ XwqhCQl1w5"" folds",2021-03-15T01:57:46.529Z,161577346653000
"""Noah @ jLblaRls_D"" folds",2021-03-15T01:57:45.382Z,161577346538300
"""Adam @ Mm2_pAS2UA"" raises to 0.90",2021-03-15T01:57:44.526Z,161577346452700
"""Ryan @ XwqhCQl1w5"" bets 0.35",2021-03-15T01:57:39.947Z,161577345994800
"""Noah @ jLblaRls_D"" checks",2021-03-15T01:57:35.167Z,161577345516800
"River: A♣, 2♦, 3♣, J♣ [6♣]",2021-03-15T01:57:32.925Z,161577345292900
"""Adam @ Mm2_pAS2UA"" checks",2021-03-15T01:57:32.117Z,161577345211800
"""Ryan @ XwqhCQl1w5"" checks",2021-03-15T01:57:28.150Z,161577344815100
"""Noah @ jLblaRls_D"" checks",2021-03-15T01:57:26.752Z,161577344675300
"Turn: A♣, 2♦, 3♣ [J♣]",2021-03-15T01:57:24.763Z,161577344476400
"""Adam @ Mm2_pAS2UA"" checks",2021-03-15T01:57:23.955Z,161577344395700
"""Ryan @ XwqhCQl1w5"" checks",2021-03-15T01:57:16.531Z,161577343653100
"""Noah @ jLblaRls_D"" checks",2021-03-15T01:57:15.027Z,161577343502700
"Flop:  [A♣, 2♦, 3♣]",2021-03-15T01:57:11.520Z,161577343152100
"""Noah @ jLblaRls_D"" calls 0.22",2021-03-15T01:57:10.713Z,161577343071400
"""Joe @ QPwC0lzggS"" folds",2021-03-15T01:57:08.860Z,161577342886100
"""Adam @ Mm2_pAS2UA"" calls 0.22",2021-03-15T01:57:07.988Z,161577342798900
"""Victor @ umRS93e_BU"" folds",2021-03-15T01:57:07.149Z,161577342715000
"""Blake @ UmDnqTo27H"" folds",2021-03-15T01:56:54.178Z,161577341417900
"""Ryan @ XwqhCQl1w5"" raises to 0.22",2021-03-15T01:56:50.795Z,161577341079600
"""Noah @ jLblaRls_D"" posts a big blind of 0.10",2021-03-15T01:56:42.640Z,161577340264209
"""Joe @ QPwC0lzggS"" posts a small blind of 0.05",2021-03-15T01:56:42.640Z,161577340264208
"Your hand is 6♠, Q♥",2021-03-15T01:56:42.640Z,161577340264205
"Player stacks: #1 ""Joe @ QPwC0lzggS"" (6.57) | #2 ""Noah @ jLblaRls_D"" (1.79) | #7 ""Ryan @ XwqhCQl1w5"" (10.21) | #8 ""Blake @ UmDnqTo27H"" (4.71) | #9 ""Victor @ umRS93e_BU"" (2.38) | #10 ""Adam @ Mm2_pAS2UA"" (12.56)",2021-03-15T01:56:42.640Z,161577340264201
"-- starting hand #109  (No Limit Texas Hold'em) (dealer: ""Adam @ Mm2_pAS2UA"") --",2021-03-15T01:56:42.640Z,161577340264200
"""Adam @ Mm2_pAS2UA"" shows a J♥, J♦.",2021-03-15T01:56:38.958Z,161577339895900
"""Joe @ QPwC0lzggS"" shows a 6♠, A♦.",2021-03-15T01:56:37.004Z,161577339700500
"""Blake @ UmDnqTo27H"" shows a K♠, K♥.",2021-03-15T01:56:35.978Z,161577339597900
"Undealt cards: 4♠, Q♣, Q♥, J♣ [A♣]",2021-03-15T01:56:35.042Z,161577339504600
"-- ending hand #108 --",2021-03-15T01:56:34.629Z,161577339463002
"""Adam @ Mm2_pAS2UA"" collected 1.92 from pot",2021-03-15T01:56:34.629Z,161577339463001
"Uncalled bet of 0.60 returned to ""Adam @ Mm2_pAS2UA""",2021-03-15T01:56:34.629Z,161577339463000
"""Blake @ UmDnqTo27H"" folds",2021-03-15T01:56:33.818Z,161577339381800
"""Adam @ Mm2_pAS2UA"" bets 0.60",2021-03-15T01:56:28.952Z,161577338895300
"Turn: 4♠, Q♣, Q♥ [J♣]",2021-03-15T01:56:20.596Z,161577338059800
"""Blake @ UmDnqTo27H"" calls 0.40",2021-03-15T01:56:19.791Z,161577337979200
"""Ryan @ XwqhCQl1w5"" folds",2021-03-15T01:56:17.715Z,161577337771600
"""Joe @ QPwC0lzggS"" folds",2021-03-15T01:56:14.101Z,161577337410200
"""Adam @ Mm2_pAS2UA"" bets 0.40",2021-03-15T01:56:11.717Z,161577337172000
"Flop:  [4♠, Q♣, Q♥]",2021-03-15T01:56:03.965Z,161577336396700
"""Ryan @ XwqhCQl1w5"" calls 0.28",2021-03-15T01:56:03.153Z,161577336315400
"""Joe @ QPwC0lzggS"" calls 0.28",2021-03-15T01:56:00.907Z,161577336090800
"""Adam @ Mm2_pAS2UA"" calls 0.28",2021-03-15T01:56:00.033Z,161577336003400
"""Victor @ umRS93e_BU"" folds",2021-03-15T01:55:57.931Z,161577335793100
"""Blake @ UmDnqTo27H"" raises to 0.28",2021-03-15T01:55:57.076Z,161577335707700
"""Ryan @ XwqhCQl1w5"" calls 0.10",2021-03-15T01:55:50.354Z,161577335035400
"""Noah @ jLblaRls_D"" folds",2021-03-15T01:55:49.452Z,161577334945300
"""Joe @ QPwC0lzggS"" posts a big blind of 0.10",2021-03-15T01:55:45.882Z,161577334588409
"""Adam @ Mm2_pAS2UA"" posts a small blind of 0.05",2021-03-15T01:55:45.882Z,161577334588408
"Your hand is K♠, K♥",2021-03-15T01:55:45.882Z,161577334588405
"Player stacks: #1 ""Joe @ QPwC0lzggS"" (6.85) | #2 ""Noah @ jLblaRls_D"" (1.79) | #7 ""Ryan @ XwqhCQl1w5"" (10.49) | #8 ""Blake @ UmDnqTo27H"" (5.39) | #9 ""Victor @ umRS93e_BU"" (2.38) | #10 ""Adam @ Mm2_pAS2UA"" (11.32)",2021-03-15T01:55:45.882Z,161577334588401
"-- starting hand #108  (No Limit Texas Hold'em) (dealer: ""Victor @ umRS93e_BU"") --",2021-03-15T01:55:45.882Z,161577334588400
"""Victor @ umRS93e_BU"" shows a 7♣, 8♥.",2021-03-15T01:55:42.816Z,161577334281700
"""Adam @ Mm2_pAS2UA"" shows a K♠, K♥.",2021-03-15T01:55:41.287Z,161577334128800
"""Blake @ UmDnqTo27H"" shows a 10♦, 5♠.",2021-03-15T01:55:39.756Z,161577333975700
"""Joe @ QPwC0lzggS"" shows a 2♥, 7♠.",2021-03-15T01:55:38.588Z,161577333859000
"Undealt cards: 6♣, 9♣, 2♠ [2♣, 3♠]",2021-03-15T01:55:38.348Z,161577333834900
"-- ending hand #107 --",2021-03-15T01:55:37.133Z,161577333713402
"""Adam @ Mm2_pAS2UA"" collected 1.10 from pot",2021-03-15T01:55:37.133Z,161577333713401
"Uncalled bet of 0.60 returned to ""Adam @ Mm2_pAS2UA""",2021-03-15T01:55:37.133Z,161577333713400
"""Ryan @ XwqhCQl1w5"" folds",2021-03-15T01:55:36.308Z,161577333630800
"""Adam @ Mm2_pAS2UA"" bets 0.60",2021-03-15T01:55:33.980Z,161577333398100
"Flop:  [6♣, 9♣, 2♠]",2021-03-15T01:55:21.012Z,161577332101300
"""Victor @ umRS93e_BU"" folds",2021-03-15T01:55:20.206Z,161577332020700
"""Blake @ UmDnqTo27H"" folds",2021-03-15T01:55:11.145Z,161577331114600
"""Ryan @ XwqhCQl1w5"" calls 0.40",2021-03-15T01:55:10.312Z,161577331031300
"""Noah @ jLblaRls_D"" folds",2021-03-15T01:55:08.719Z,161577330872000
"""Adam @ Mm2_pAS2UA"" raises to 0.40",2021-03-15T01:55:04.907Z,161577330490800
"""Victor @ umRS93e_BU"" calls 0.10",2021-03-15T01:54:59.646Z,161577329964600
"""Blake @ UmDnqTo27H"" calls 0.10",2021-03-15T01:54:54.668Z,161577329466900
"""Ryan @ XwqhCQl1w5"" calls 0.10",2021-03-15T01:54:52.651Z,161577329265200
"""Noah @ jLblaRls_D"" calls 0.10",2021-03-15T01:54:51.797Z,161577329179800
"""Joe @ QPwC0lzggS"" folds",2021-03-15T01:54:49.034Z,161577328903400
"""Adam @ Mm2_pAS2UA"" posts a big blind of 0.10",2021-03-15T01:54:46.254Z,161577328625609
"""Victor @ umRS93e_BU"" posts a small blind of 0.05",2021-03-15T01:54:46.254Z,161577328625608
"Your hand is 10♦, 5♠",2021-03-15T01:54:46.254Z,161577328625605
"Player stacks: #1 ""Joe @ QPwC0lzggS"" (6.85) | #2 ""Noah @ jLblaRls_D"" (1.89) | #7 ""Ryan @ XwqhCQl1w5"" (10.89) | #8 ""Blake @ UmDnqTo27H"" (5.49) | #9 ""Victor @ umRS93e_BU"" (2.48) | #10 ""Adam @ Mm2_pAS2UA"" (10.62)",2021-03-15T01:54:46.254Z,161577328625601
"-- starting hand #107  (No Limit Texas Hold'em) (dealer: ""Blake @ UmDnqTo27H"") --",2021-03-15T01:54:46.254Z,161577328625600
"""Blake @ UmDnqTo27H"" shows a 6♦, 6♥.",2021-03-15T01:54:44.476Z,161577328447700
"""Adam @ Mm2_pAS2UA"" shows a 7♦, K♠.",2021-03-15T01:54:42.561Z,161577328256200
"""Joe @ QPwC0lzggS"" shows a 6♠, Q♠.",2021-03-15T01:54:39.858Z,161577327985900
"""Ryan @ XwqhCQl1w5"" shows a 10♠, 6♣.",2021-03-15T01:54:39.789Z,161577327979000
"""Victor @ umRS93e_BU"" shows a J♠, 3♣.",2021-03-15T01:54:39.218Z,161577327921900
"Undealt cards:  [8♠, 10♦, 7♥, 8♥, A♦]",2021-03-15T01:54:38.112Z,161577327811600
"-- ending hand #106 --",2021-03-15T01:54:36.848Z,161577327684902
"""Blake @ UmDnqTo27H"" collected 0.60 from pot",2021-03-15T01:54:36.848Z,161577327684901
"Uncalled bet of 0.78 returned to ""Blake @ UmDnqTo27H""",2021-03-15T01:54:36.848Z,161577327684900
"""Ryan @ XwqhCQl1w5"" folds",2021-03-15T01:54:36.043Z,161577327604300
"""Noah @ jLblaRls_D"" folds",2021-03-15T01:54:31.162Z,161577327116200
"""Joe @ QPwC0lzggS"" folds",2021-03-15T01:54:30.297Z,161577327029800
"""Adam @ Mm2_pAS2UA"" folds",2021-03-15T01:54:29.284Z,161577326928500
"""Victor @ umRS93e_BU"" folds",2021-03-15T01:54:25.242Z,161577326524300
"""Blake @ UmDnqTo27H"" raises to 0.88",2021-03-15T01:54:23.662Z,161577326366300
"""Ryan @ XwqhCQl1w5"" calls 0.10",2021-03-15T01:54:20.890Z,161577326089100
"""Noah @ jLblaRls_D"" calls 0.10",2021-03-15T01:54:20.037Z,161577326003800
"""Joe @ QPwC0lzggS"" calls 0.10",2021-03-15T01:54:18.759Z,161577325876000
"""Adam @ Mm2_pAS2UA"" calls 0.10",2021-03-15T01:54:17.901Z,161577325790200
"""Victor @ umRS93e_BU"" posts a big blind of 0.10",2021-03-15T01:54:13.807Z,161577325380809
"""Blake @ UmDnqTo27H"" posts a small blind of 0.05",2021-03-15T01:54:13.807Z,161577325380808
"Your hand is 6♦, 6♥",2021-03-15T01:54:13.807Z,161577325380805
"Player stacks: #1 ""Joe @ QPwC0lzggS"" (6.95) | #2 ""Noah @ jLblaRls_D"" (1.99) | #7 ""Ryan @ XwqhCQl1w5"" (10.99) | #8 ""Blake @ UmDnqTo27H"" (4.99) | #9 ""Victor @ umRS93e_BU"" (2.58) | #10 ""Adam @ Mm2_pAS2UA"" (10.72)",2021-03-15T01:54:13.807Z,161577325380801
"-- starting hand #106  (No Limit Texas Hold'em) (dealer: ""Ryan @ XwqhCQl1w5"") --",2021-03-15T01:54:13.807Z,161577325380800
"""Victor @ umRS93e_BU"" shows a 5♥, 4♣.",2021-03-15T01:54:09.836Z,161577324983700
"""Joe @ QPwC0lzggS"" shows a 10♦, 3♦.",2021-03-15T01:54:08.413Z,161577324841400
"-- ending hand #105 --",2021-03-15T01:54:06.789Z,161577324679002
"""Noah @ jLblaRls_D"" collected 1.60 from pot with Two Pair, Q's & 10's (combination: Q♦, Q♣, 10♥, 10♠, J♥)",2021-03-15T01:54:06.789Z,161577324679001
"""Noah @ jLblaRls_D"" shows a Q♦, 10♥.",2021-03-15T01:54:06.789Z,161577324679000
"""Blake @ UmDnqTo27H"" folds",2021-03-15T01:54:05.985Z,161577324598500
"""Ryan @ XwqhCQl1w5"" calls 0.40",2021-03-15T01:54:05.146Z,161577324514700
"""Noah @ jLblaRls_D"" bets 0.40",2021-03-15T01:53:45.562Z,161577322556300
"""Blake @ UmDnqTo27H"" checks",2021-03-15T01:53:38.943Z,161577321894400
"""Ryan @ XwqhCQl1w5"" checks",2021-03-15T01:53:37.993Z,161577321799400
"River: J♥, Q♣, 7♥, 2♦ [10♠]",2021-03-15T01:53:32.412Z,161577321242100
"""Ryan @ XwqhCQl1w5"" calls 0.10",2021-03-15T01:53:31.565Z,161577321156600
"""Noah @ jLblaRls_D"" calls 0.10",2021-03-15T01:53:30.240Z,161577321024100
"""Joe @ QPwC0lzggS"" folds",2021-03-15T01:53:29.310Z,161577320931100
"""Adam @ Mm2_pAS2UA"" folds",2021-03-15T01:53:28.448Z,161577320844900
"""Blake @ UmDnqTo27H"" bets 0.10",2021-03-15T01:53:26.539Z,161577320654000
"""Ryan @ XwqhCQl1w5"" checks",2021-03-15T01:53:25.287Z,161577320528800
"Turn: J♥, Q♣, 7♥ [2♦]",2021-03-15T01:53:22.775Z,161577320277700
"""Noah @ jLblaRls_D"" checks",2021-03-15T01:53:21.966Z,161577320196700
"""Joe @ QPwC0lzggS"" checks",2021-03-15T01:53:21.089Z,161577320109000
"""Adam @ Mm2_pAS2UA"" checks",2021-03-15T01:53:20.220Z,161577320022100
"""Blake @ UmDnqTo27H"" checks",2021-03-15T01:53:18.529Z,161577319853000
"""Ryan @ XwqhCQl1w5"" checks",2021-03-15T01:53:17.439Z,161577319744000
"Flop:  [J♥, Q♣, 7♥]",2021-03-15T01:53:13.602Z,161577319360400
"""Blake @ UmDnqTo27H"" checks",2021-03-15T01:53:12.791Z,161577319279200
"""Ryan @ XwqhCQl1w5"" calls 0.10",2021-03-15T01:53:11.958Z,161577319195800
"""Noah @ jLblaRls_D"" calls 0.10",2021-03-15T01:53:10.244Z,161577319024500
"""Joe @ QPwC0lzggS"" calls 0.10",2021-03-15T01:53:09.388Z,161577318938900
"""Adam @ Mm2_pAS2UA"" calls 0.10",2021-03-15T01:53:08.526Z,161577318852700
"""Victor @ umRS93e_BU"" folds",2021-03-15T01:53:06.258Z,161577318625900
"""Blake @ UmDnqTo27H"" posts a big blind of 0.10",2021-03-15T01:52:58.233Z,161577317823509
"""Ryan @ XwqhCQl1w5"" posts a small blind of 0.05",2021-03-15T01:52:58.233Z,161577317823508
"Your hand is 9♣, 2♥",2021-03-15T01:52:58.233Z,161577317823505
"Player stacks: #1 ""Joe @ QPwC0lzggS"" (7.05) | #2 ""Noah @ jLblaRls_D"" (0.99) | #7 ""Ryan @ XwqhCQl1w5"" (11.59) | #8 ""Blake @ UmDnqTo27H"" (5.19) | #9 ""Victor @ umRS93e_BU"" (2.58) | #10 ""Adam @ Mm2_pAS2UA"" (10.82)",2021-03-15T01:52:58.233Z,161577317823501
"-- starting hand #105  (No Limit Texas Hold'em) (dealer: ""Noah @ jLblaRls_D"") --",2021-03-15T01:52:58.233Z,161577317823500
"""Blake @ UmDnqTo27H"" shows a 2♠, 10♦.",2021-03-15T01:52:55.465Z,161577317546600
"""Joe @ QPwC0lzggS"" shows a 10♥, 8♠.",2021-03-15T01:52:55.086Z,161577317508700
"""Ryan @ XwqhCQl1w5"" shows a K♠, 7♦.",2021-03-15T01:52:53.908Z,161577317390900
"""Victor @ umRS93e_BU"" shows a 5♣, 5♦.",2021-03-15T01:52:53.378Z,161577317337900
"-- ending hand #104 --",2021-03-15T01:52:52.499Z,161577317250002
"""Ryan @ XwqhCQl1w5"" collected 1.60 from pot",2021-03-15T01:52:52.499Z,161577317250001
"Uncalled bet of 0.80 returned to ""Ryan @ XwqhCQl1w5""",2021-03-15T01:52:52.499Z,161577317250000
"""Victor @ umRS93e_BU"" folds",2021-03-15T01:52:51.689Z,161577317169000
"""Ryan @ XwqhCQl1w5"" bets 0.80",2021-03-15T01:52:45.916Z,161577316591700
"River: 3♥, 9♠, 6♣, 6♥ [10♣]",2021-03-15T01:52:39.167Z,161577315917100
"""Victor @ umRS93e_BU"" calls 0.40",2021-03-15T01:52:38.359Z,161577315836000
"""Ryan @ XwqhCQl1w5"" bets 0.40",2021-03-15T01:52:32.856Z,161577315285800
"Turn: 3♥, 9♠, 6♣ [6♥]",2021-03-15T01:52:27.779Z,161577314778000
"""Ryan @ XwqhCQl1w5"" calls 0.20",2021-03-15T01:52:26.966Z,161577314696700
"""Noah @ jLblaRls_D"" folds",2021-03-15T01:52:25.786Z,161577314578800
"""Joe @ QPwC0lzggS"" folds",2021-03-15T01:52:22.447Z,161577314244800
"""Victor @ umRS93e_BU"" bets 0.20",2021-03-15T01:52:19.781Z,161577313978200
